id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"a8935bd9ccc041138d7205b932d908ed","MDPublisher","Wed, 06 Jun 2018 01:07:50 GMT","Thu, 21 Feb 2019 15:12:48 GMT","Urban Center Open Space Area","Feature Service","A polygon feature class representing the various open spaces identified by regulating plans adopted with each Urban Center or Urban Area district within Miami-Dade County. Updated: As Needed The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Planning,Urban Center Open Space Area,RER,Regulatory and Economic Resources","A polygon feature class representing the various open spaces identified by regulating plans adopted with each Urban Center or Urban Area district within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/UrbanCenterOpenSpaceArea_gdb/FeatureServer","public","custom","Community Planning - Urban Design Center","-80.45080224299002,25.49212493691246,-80.14732647285075,25.968788312497757",""
"b0b330209d244850ae5f89768edc3271","MDPublisher","Wed, 06 Jun 2018 01:31:43 GMT","Wed, 28 Aug 2019 11:46:57 GMT","Wide Curb Lane","Feature Service","A line feature class of Metropolitan Planning Organization (MPO) existing bicycle Wide Curb Lanes within Miami-Dade County. Updated: Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Transportation,Wide Curb Lane,Bike,Bicycle,MPO,Transportation Planning Organization,TPO,MPO,Metropolitan Planning Organization,Bike305,Wellness","A line feature class of Metropolitan Planning Organization (MPO) existing bicycle Wide Curb Lanes within Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/WideCurbLane_gdb/FeatureServer","public","custom","MPO","-80.4491185602974,25.57568859474675,-80.16054209384863,25.899995830071706",""
"a2cbc77f2f9e4e698aaa72f8c5d2db33","MDPublisher","Fri, 14 Apr 2023 18:15:31 GMT","Wed, 25 Sep 2024 20:30:35 GMT","County Park Boundary","Feature Service","A polygon feature class of parks and recreational locations maintained by Miami-Dade County. Updated: Bi-Annually The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Parks,County Park Boundary,Recreation,MDPR,Parks,Recreation and Open Spaces,,Wellness","A polygon feature class of parks and recreational locations maintained by Miami-Dade County.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/CountyParkBoundary_gdb/FeatureServer","public","custom","Miami-Dade County, Florida","-80.53602143715268,25.41120106061118,-80.11653864517046,25.97377944634082",""
"a2d51f38eef64b9982f1123f087609d9","MDPublisher","Thu, 13 May 2021 14:19:09 GMT","Fri, 05 Nov 2021 17:00:38 GMT","Change in Total Daily VMT by TAZ _since 2014_","Map Service","Source: Trend visualization of the change total daily vehicle miles traveled at the TAZ level since 2014.

Purpose: Tile layer utilized for visualization.

Contact Information: Charles Rudder (crudder@citiesthatwork.com)/ Alex
Bell (abell@citiesthatwork.com)","PMT,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,TileService,Trend,unshareopendatagroup","The change in total daily VMT by TAZ since 2014","","","Access and Use Constraints For Public Use Legal Disclaimer: Miami-Dade County provides the data for use ""as is"". The areas depicted in this map/data are approximate and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user. While every effort has been made to ensure the accuracy, correctness, and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.",,"https://tiles.arcgis.com/tiles/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Change_in_Total_Daily_VMT_by_TAZ__since_2014_/MapServer","public","custom","Miami-Dade County, Florida","-80.88888350915414,25.39802752000328,-80.01606940001012,26.991816185587798",""
"a9ec9f1f5fce4b29a3825a61a809f58d","MDPublisher","Wed, 06 Jun 2018 00:32:11 GMT","Sat, 28 Sep 2024 14:06:51 GMT","Sanitary Sewer Pump Station","Feature Service","A point feature class of all the Miami-Dade County Sanitary Sewer Pump Stations moratorium Status. The Sanitary Sewer Moratorium indicates the current working performance status of each sanitary sewer pump station in the Miami-Dade County. The moratorium status of each sanitary sewer pump station will determine if new construction or increases in sanitary sewer flows are permitted. The layer includes all the Utility and Non-Utility sanitary sewer pump stations operating in Miami-Dade County. The layer is created and maintained by the Regulatory and Economic Resources Department, Division of Environmental Resources Management (RER-DERM), with the monthly information provided by operators and/or owners of the Utilities and Non-Utilities.\n Updated: Monthly The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Environment,Sanitary Sewer Pump Station,,WASD,Water and Sewer Department,,Resiliency","A point feature class of all the Miami-Dade County Sanitary Sewer Pump Stations moratorium Status.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/SanitarySewerPumpStation_gdb/FeatureServer","public","custom","Miami-Dade County RER/DERM","-80.5061889992181,25.414718367742463,-80.1200721602557,25.97357460981426",""
"b44862ec4a1447c09fc6ff0e3d70f81a","MDPublisher","Wed, 06 Jun 2018 01:16:41 GMT","Wed, 28 Aug 2019 11:46:41 GMT","Water","Feature Service","This feature class is a derivative of the 2012 planimetric water layer. It was Generalized using the Cartographic Generalization tool, Simplify Polygon with the Bend Simplify option and a Minimal Allowable Offset tolerance of 5 feet. Additionally the land feature(s) was removed. A collection of vector polygon features for water bodies within the Urban Development Boundary (UDB) and outside the UDB, approximately 938 square miles. The planimetric layer for Miami-Dade County was previously updated in 2007 by Woolpert. Aerial Cartographics of America's update is comprised of two individual updates: inside the UDB (542 square miles) performed using a on-screen/2D digitizing of the 2012 orthophotography captured by PhotoScience; and outside of the UDB (396 square miles) using on-screen/2D digitizing of the 2012 orthophotography captured by PhotoScience. Personnel that collected this data are either photogrammetrists trained in stereo collection or editors trained in ortho-photography based collection. Items included in the feature class: WATER BODIES (Polygons) Water lines and water under the bridge. Definition of particular fields in the Water feature class: Water = {0,1} where 0 = Feature does not represent water; 1 = Water feature. Type = 'C' = canal, 'L' = Lake and 'B' = Bay Updated: Biennially The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Hydrology,Water,Water Boundary,UDB,Urban Development Boundary,ITD,Information Technology Department","A generalized polygon feature class of Miami-Dade County water bodies with the land features removed.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Water_gdb/FeatureServer","public","custom","Miami Dade County Information Technology Department","-80.9256848931287,24.959923419139436,-79.82586056023302,25.97929598939154",""
"bc16a5ebcdcd4f3e83b55c5d697a0317","MDPublisher","Wed, 06 Jun 2018 00:33:11 GMT","Thu, 07 Jul 2022 17:57:17 GMT","School Board District","Feature Service","A polygon feature class of the Miami-Dade County Public Schools (DCPS) School Board Districts. Updated: Every 10 yrs The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Education,School Board District,,DCPS,Miami-Dade County Public Schools","A polygon feature class of the Miami-Dade County Public Schools (DCPS) School Board Districts.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/SchoolBoardDistrict_gdb/FeatureServer","public","custom","D. Sofronsky","-80.87360288252407,25.137424512376207,-80.04275663232194,25.979438723280378",""
"bacb0f04e1eb437eb01434a2c604ca12","MD_Apps","Tue, 18 Jul 2017 16:57:50 GMT","Fri, 29 Dec 2023 13:34:31 GMT","Land Management","Web Mapping Application","Displays existing land use boundaries such as townhouse, single-family, industrial, agricultural, etc. To learn more please contact the GIS Technical Support Group","Florida,Miami-Dade County,MDC,County Government,Local Government,Business,Environment,GIS Maps & Apps,Production,Information Technology Department","Displays existing land use boundaries such as townhouse, single-family, industrial, agricultural, etc.","/Categories/Production Content,/Categories/Source Department/Information Technology Department","GIS Technical Support Group","For Public Use Legal Disclaimer: The Miami-Dade County provides the data for use ""as is."" The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards.  The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making.  Information found here should not be used for making financial or any other commitments. The Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the responsibility of the user.  While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, the Miami-Dade County assumes no responsibility for errors or omissions, even if the Miami-Dade County is advised of the possibility of such damage.","en-us","https://gisweb.miamidade.gov/landmanagement/","public","custom","Miami-Dade County, Florida","",""
"bb107ec38f9e405083531584e486122b","MDPublisher","Fri, 19 Feb 2021 02:30:56 GMT","Fri, 27 Aug 2021 15:31:07 GMT","PMT Element 1.1 - Floor Area by Land Use (map) (SNAP)","Web Map","","PMT,Regional Growth,Performance Monitoring Toolkit,TPO,Florida,Miami-Dade County,MDC,County Government,Local Government,Snapshot","Land use by parcel in Miami Dade County (snapshot)
","","","","en-us",,"public",,"Miami-Dade County, Florida","-81.38087048339744,24.994862060234183,-79.46512951659984,26.22576893406528",""
"ba224112db7142fbaed76cec63d5797d","MDPublisher","Thu, 14 Apr 2022 21:45:02 GMT","Wed, 18 Sep 2024 15:30:43 GMT","Pcts Point","Feature Service","Pcts Line Feature Layer The data was created using: Projected Coordinate System: WGS_1984_Web_Mercator_Auxiliary_Sphere Projection: Mercator_Auxiliary_Sphere","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,Zoning,Zones Dade,,RER,Regulatory and Economic Resources","Pcts Line Feature Layer.","","Miami-Dade County GIS Technical Support Group","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","english (united states)","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/PCTSPoint_gdb/FeatureServer","public","custom","MIAMI DADE WATER AND SEWER DEPARMENT","-80.49739994446202,25.44414455430536,-80.12073355386678,25.973605574925493",""
"bab83bd333074d45a2799c19fd217e59","MDPublisher","Tue, 14 May 2024 10:45:46 GMT","Sat, 28 Sep 2024 09:35:43 GMT","Listing - non-hazardous waste transporters (used/waste oil)","Feature Service","This list identifies entities that are permitted by Miami-Dade County to transport non-hazardous liquid waste limited to used oil, used oil filters and oily wastes. These entities are regulated and permitted by the Liquid Waste Transporters (LWT) program of the Division of Environmental Resources Management of the Department of Regulatory and Economic Resources.  Please refer to the LWT program page for additional listings of permitted liquid waste haulers. For questions concerning the LWT program please call (305) 372-6600 or send email to DERMLiquidWaste@miamidade.gov.","Florida,Miami-Dade County,MDC,County Government,Local Government,WGS84,non-hazardous waste transporters","Listing - non-hazardous waste transporters (used/waste oil)","","Miami-Dade County","Miami-Dade County provides this data for use ""as is"". The areas depicted by this map/data are approximate, and are not accurate to surveying or engineering standards. The maps/data shown here are for illustration purposes only and are not suitable for site-specific decision making. Information found here should not be used for making financial or any other commitments. Miami-Dade County provides this information with the understanding that it is not guaranteed to be accurate, correct or complete and conclusions drawn from such information are the sole responsibility of the user. While every effort has been made to ensure the accuracy, correctness and timeliness of materials presented, Miami-Dade County assumes no responsibility for errors or omissions, even if Miami-Dade County is advised of the possibility of such damage.","en-us","https://services.arcgis.com/8Pc9XBTAsYuxx9Ny/arcgis/rest/services/Used_Waste_Oil_Non_Hazardous/FeatureServer","public","custom","Miami-Dade County, Florida","",""
